id,text_preview,models,title,priority,has_specs,has_prices,size_chars,tags
bmw_905461_ch042_1077,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,315,cena
bmw_905461_ch043_3175,Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 2 e Drive 20 o wartości 206 925 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzi...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,396,"cena, silnik, finansowanie"
bmw_905461_ch045_6636,Dostępne w programie Nasz Eauto. Dostępne w programie Nasz Eauto. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd SUVi X 1 Modele Elektryczny Od 223 500 złIlustracje przedstawiają ...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,271,"cena, zasięg, elektryczny"
bmw_905461_ch046_7384,"Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie uwzględniają kosztów transportu. Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. ...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,330,cena
bmw_905461_ch047_6038,Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 1 e Drive 20 o wartości 198 915 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzi...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,396,"cena, silnik, finansowanie"
bmw_905461_ch049_4992,Dostępne w programie Nasz Eauto. Elektryczny Od 223 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację ...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,354,"cena, zasięg, elektryczny"
bmw_905461_ch050_7387,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 223 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostęp...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,347,cena
bmw_905461_ch051_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 850 PLN NETTO/MIES. Pr...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,389,"cena, finansowanie"
bmw_905461_ch053_1077,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,315,cena
bmw_905461_ch056_6636,Dostępne w programie Nasz Eauto. Dostępne w programie Nasz Eauto. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Sedan Seria 7 Model Diesel Od 570 500 złIlustracje przedstawiają w...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,270,"cena, sedan"
bmw_905461_ch058_3461,Dostępne w BMW Leasing 100%Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 7 w ramach usługi BMW Leasing 100% oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzibą w Warszaw...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,239,finansowanie
bmw_905461_ch059_7828,"Koszt leasingu odpowiada całkowitej sumie opłat 100% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w ...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,308,"cena, silnik, finansowanie"
