id,text_preview,models,title,priority,has_specs,has_prices,size_chars,tags
bmw_561865_ch003_6146,"Z o. o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 103% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,332,"cena, silnik, finansowanie"
bmw_561865_ch004_6400,Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,414,"cena, finansowanie"
bmw_561865_ch005_3748,Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne w BMW Leasing 103%. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW X 7 w ramach usługi BMW Leasing 103% oferowanej przez BMW ...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,464,"cena, silnik, finansowanie"
bmw_561865_ch006_6400,Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,385,cena
bmw_561865_ch007_4423,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Od 410 000 złIlustracje przedstawiają wi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,468,cena
bmw_561865_ch008_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 410 000 zł Ilustracje prze...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,480,cena
bmw_561865_ch009_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Dostępne w BMW Leasing 100%Pr...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,418,"cena, finansowanie, suv"
bmw_561865_ch010_6146,"Z o. o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 100% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,332,"cena, silnik, finansowanie"
bmw_561865_ch012_9304,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne w BMW Leasing 100% Prezentowana kalkulacja dotyczy leasingu pojazdu BMW X 5 x Drive 30 d w ramach u...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,340,"finansowanie, suv"
bmw_561865_ch015_4423,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Od 263 500 złIlustracje przedstawiają wi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,468,cena
bmw_561865_ch016_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 263 500 zł Ilustracje prze...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,480,cena
bmw_561865_ch017_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 2500 PLN NETTO/MIES. P...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,447,"cena, finansowanie, suv"
bmw_561865_ch018_4458,"Z o. o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 0%, przy okresie leasingu 36 miesięcy oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu ...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,305,"cena, silnik, finansowanie"
bmw_561865_ch019_6400,Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,413,cena
bmw_561865_ch020_1945,Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. JUŻ ZA 2500 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW X 3 20 x Drive o wartości 237 150 zł brutto w ramach usługi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,477,"cena, silnik, finansowanie"
bmw_561865_ch021_7360,Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,472,cena
bmw_561865_ch022_8771,Pl. Przy 0% opłaty wstępnej. Przy 0% opłaty wstępnej. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Elektryczny Od 232 500 złIlustracje przedstawiają wizualizacje modeli wyposażo...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,495,"cena, zasięg, elektryczny"
bmw_561865_ch023_7387,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 232 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostęp...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,466,cena
bmw_561865_ch024_7387,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 890 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 2 e Drive 20...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,489,"cena, silnik, finansowanie"
bmw_561865_ch025_7360,Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,449,cena
bmw_561865_ch026_6638,Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. JUŻ ZA 890 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 2 e Drive 20 o wartości 206 925 zł brutto w ramach usług...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,482,"cena, silnik, finansowanie"
bmw_561865_ch027_7360,Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,488,cena
bmw_561865_ch028_0199,Pl. Dostępne w programie Nasz Eauto. Dostępne w programie Nasz Eauto. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Elektryczny Od 223 500 złIlustracje przedstawiają wizualizacje...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,458,"cena, zasięg, elektryczny"
bmw_561865_ch029_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 223 500 zł Ilustracje prze...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,480,cena
bmw_561865_ch030_7761,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 850 PLN NETTO/MIES. Pr...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,448,"cena, finansowanie"
bmw_561865_ch031_8130,"Z o. o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 18,55%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wyk...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,309,"cena, silnik, finansowanie"
bmw_561865_ch032_6400,Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,412,cena
bmw_561865_ch033_8243,Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. JUŻ ZA 850 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 1 e Drive 20 o wartości 198 915 zł brutto w ramach usług...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,482,"cena, silnik, finansowanie"
bmw_561865_ch035_0199,Pl. Dostępne w programie Nasz Eauto. Dostępne w programie Nasz Eauto. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Dostępne w BMW Leasing 103%Prezentowana kalkulacja dotyczy lea...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,372,finansowanie
bmw_561865_ch036_6146,"Z o. o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 103% ceny pojazdu przy następujących parametrach: opłata wstępna 15%, okres leasingu...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,464,"cena, silnik, finansowanie"
bmw_561865_ch037_5684,W przypadku zmiany ceny pojazdu lub zmiany stóp procentowych kalkulacja może ulec zmianie. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie um...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,476,cena
bmw_561865_ch038_9304,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne w BMW Leasing 103% Prezentowana kalkulacja dotyczy leasingu pojazdu BMW M 8 w ramach usługi BMW Lea...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,494,"cena, silnik, finansowanie"
bmw_561865_ch039_8472,"Kalkulacja została przygotowana w oparciu o zmienną stawkę WIBOR 1 M, uwzględnia cenę pojazdu oraz aktualnie obowiązujące stopy procentowe. W przypadku zmiany ceny pojazdu lub zmiany stóp procentowych...","X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,327,cena
bmw_561865_ch041_9304,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne pojazdy Od 570 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje do...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,470,cena
bmw_561865_ch042_7387,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Od 570 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostęp...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,466,cena
bmw_561865_ch043_7387,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Dostępne w BMW Leasing 100%Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 7 w ramach...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,342,"cena, finansowanie"
bmw_561865_ch046_9304,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne w BMW Leasing 100% Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 7 w ramach usługi BMW...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,499,"cena, silnik, finansowanie"
bmw_561865_ch048_4423,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Od 267 500 złPrezentowana kalkulacja dot...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,429,"cena, finansowanie"
bmw_561865_ch051_3365,Z o. o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Od 267 500 zł Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 5 Limuzyna 520 i o wartości 240 750...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,5,True,True,467,"cena, silnik, finansowanie"
bmw_561865_ch052_7360,Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,451,"cena, finansowanie"
bmw_561865_ch053_3748,Szczegóły oferty są dostępne u Dealerów BMW lub na bmw. pl. Dostępne w BMW Leasing 103%. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 5 w ramach usługi BMW Leasing 103% oferowanej przez ...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,468,"cena, silnik, finansowanie"
bmw_561865_ch054_6400,Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpi...,"X1, X3, X5",Odkryj i skonfiguruj wszystkie modele BMW. pl,1,False,True,420,"cena, finansowanie"
bmw_091176_ch000_0915,Nowe BMW M 2 CS. Dowiedz się więcej THE X 3 M 50 x Drive THE M 235 x Drive Wprowadzenie Wprowadzenie Dostępne od ręki Dostępne od ręki Wprowadzenie Modele BMW M BMW M Intensive Training Najczęściej za...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,428,"cena, silnik"
bmw_091176_ch001_4194,"Odkryj świat najmocniejszej litery na świecie – witaj w królestwie BMW M. Tutaj każdy model to kwintesencja sportowej dynamiki, innowacyjnej technologii i niekwestionowanego prestiżu. Od oszałamiające...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,342,"cena, silnik"
bmw_091176_ch002_6251,"Zapraszamy do przeżycia niezapomnianych emocji za kierownicą tych ikonicznych maszyn, gdzie każda droga staje się obietnicą niezrównanej przyjemności z jazdy. Witaj w miejscu, gdzie inżynieria spotyka...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,450,"cena, silnik"
bmw_091176_ch003_3850,"To nie tylko zwinne samochody, ale również niezapomniane doznania z jazdy. Niezastąpione, niezależnie czy w codziennym ruchu, czy na torze wyścigowym. Przekonaj się, jak ekscytujące i precyzyjne są sp...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,459,"cena, silnik, kombi"
bmw_091176_ch004_7920,"Niepowtarzalne - czy to na torze, czy w podróży. Dowiedz się więcej M 135 x Drive BMW M 135 x Drive łączy w sobie komfort oraz sportowy charakter, który zapewnia wysoką dynamikę jazdy. Wyróżnia się na...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,475,"cena, coupe"
bmw_091176_ch005_4683,"Sportowa stylistyka i ikoniczne szczegóły przyciągają wzrok, a imponująca moc 405 k W (551 KM) oraz koła z wyścigowym rodowodem gwarantują niezapomniane wrażenia na torze. Dowiedz się więcej i X M 70 ...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,358,"cena, silnik"
bmw_091176_ch006_8445,"Elementy stylistyczne dodatkowo podkreślają jego atletyczną budowę, a imponująca moc i duży zasięg sprawiają, że jesteś gotowy na każdą przygodę. Dowiedz się więcej BMW M INTENSIVE TRAINING. BMW M Int...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,455,"cena, silnik, zasięg"
bmw_091176_ch007_5165,"Od kontrolowanego poślizgu tylnej osi, po optymalny tor jazdy. BMW M Intensive Training oferuje pasjonatom motoryzacji możliwość wyzwolenia prawdziwej adrenaliny i nauki od profesjonalistów, aby jazda...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,446,"cena, silnik"
bmw_091176_ch008_3850,"To nie tylko zwinne samochody, ale również niezapomniane doznania z jazdy. Niezastąpione, niezależnie czy w codziennym ruchu, czy na torze wyścigowym. Przekonaj się, jak ekscytujące i precyzyjne są sp...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,492,"cena, silnik"
bmw_091176_ch009_8866,"Ten ekstrawertyczny, flagowy model gwarantuje unikalne wrażenia z jazdy. KWINTESENCJA WOLNOŚCI THE M 4 CABRIO Poczuj wolność podczas jazdy z opuszczonym dachem wraz z BMW M 4 Cabrio. To harmonijne poł...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,458,"cena, silnik, kabriolet"
bmw_091176_ch010_0921,"LEGENDARNY POWRÓT THE 3.0 CSL Ten wybitny sportowiec gwarantuje czystą radość z jazdy. Jest najmocniejszym szosowym samochodem z silnikiem R 6 w historii BMW M, a jego niezrównany motosportowy charakt...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,453,"cena, silnik"
bmw_091176_ch011_0853,MEET THE NEW M GARAGE. NAJCZĘŚCIEJ ZADAWANE PYTANIA. Czym jest BMW M Driving Experience? Czym jest BMW M Driving Experience? BMW M Driving Experience stanowi część BMW M Gmb H. Już od 47 lat dostarcza...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,481,cena
bmw_091176_ch012_1088,BMW M Driving Experience pomaga uczestnikom zdobywać nowe umiejętności z zakresu bezpiecznej i dynamicznej jazdy w różnych - również skrajnych - warunkach drogowych. Szkolenia BMW M Driving Experience...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,257,silnik
bmw_091176_ch013_1108,Szkolenia BMW M Driving Experience to także niezapomniane emocje za kierownicą BMW na torze. Dowiedz się więcej na stronie:BMW Driving Experience Jakie są dostępne opcje personalizacji dla modeli BMW ...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,387,"cena, silnik"
bmw_091176_ch014_7285,"Oto kilka przykładów: Kolor nadwozia: Możesz wybrać spośród szerokiej gamy kolorów lakieru, w tym zarówno klasyczne kolory, jak i bardziej nietypowe i ekskluzywne odcienie. Felgi: Istnieje wiele opcji...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,337,"cena, silnik"
bmw_091176_ch015_3709,"Możesz wybrać felgi, które dodadzą sportowego charakteru i wyróżnią Twój samochód. Wykończenie wnętrza: Możesz spersonalizować wnętrze samochodu poprzez wybór różnych materiałów, kolorów tapicerki, wy...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,469,"cena, silnik"
bmw_091176_ch016_0495,"Dodatkowe opcje: Istnieje wiele dodatkowych opcji personalizacji, takich jak systemy dźwiękowe premium, skórzane wykończenia, pakiet aerodynamiczny, czy sportowe układy wydechowe. Pamiętaj, że dostępn...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,472,"cena, silnik"
bmw_091176_ch017_6230,"Wsród nich znajdują się: BMW i 7 M 70 x Drive, BMW i 5 M 60 x Drive, BMW i 5 M 60 x Drive Touring, BMW i 4 M 50 oraz BMW i X M 60. Mocny silnik i sportowa dynamika jazdy czyli typowe osiągi BMW M, ale...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,301,"silnik, zasięg, elektryczny"
bmw_091176_ch018_9959,"Są bezemisyjne, a tym samym dostarczają zupełnie nowe, emocjonujące wrażenia. Dowiedz się więcej na stronie:Samochody Elektryczne BMW Który model BMW M ma najmocniejszy silnik? Który model BMW M ma na...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,498,"cena, silnik, suv"
bmw_091176_ch019_9129,INNE TEMATY. W GOTOWOŚCINA PRZYGODY. Dowiedz się więcej ELEKTROMOBILNOŚĆ BMW. Dowiedz się więcej BMW FINANCIAL SERVICES. Dowiedz się więcej Zużycie energii i emisja CO₂,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,168,cena
bmw_091176_ch020_5090,"BMW M 2 CS Coupe: Zużycie energii w cyklu mieszanym WLTP w l/100 km: 10; emisja CO₂, cykl mieszany WLTP w g/km: 226 BMW X 3 M 50 x Drive: Zużycie paliwa w cyklu mieszanym WLTP w l/100 km: 8,3–7,7; emi...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,460,"silnik, suv, coupe"
bmw_091176_ch021_1213,"Emisja CO₂, cykl mieszany WLTP w g/km: 185–170 BMW i 5 M 60 x Drive Touring: Zużycie energii w cyklu mieszanym WLTP w k Wh/100 km: 20,8 - 18,3; zasięg elektryczny, WLTP w km: 445 - 506 BMW M 4 CS: Zuż...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,4,True,False,498,"silnik, zasięg, elektryczny"
bmw_091176_ch022_1291,"Emisja CO₂, cykl mieszany WLTP w g/km: 230 - 226 BMW M 2 Coupé: Zużycie paliwa, cykl mieszany WLTP w l/100 km: 9,9–9,6; emisja CO₂, cykl mieszany WLTP w g/km: 223–218 Wskazane dane dotyczące zużycia p...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,5,True,False,385,"cena, silnik, zasięg"
bmw_091176_ch023_5931,W uzupełnieniu Rozporządzenia (WE) nr 2007/715 Parlamentu Europejskiego i Rady w sprawie homologacji typu pojazdów silnikowych w odniesieniu do emisji zanieczyszczeń pochodzących z lekkich pojazdów pa...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,461,"cena, silnik"
bmw_091176_ch024_6788,"Zakresy danych WLTP uwzględniają wszelkie wyposażenie dodatkowe tym przypadku z rynku niemieckiego). W przypadku pojazdów, których homologację typu przeprowadzono na nowo od 01.01.2021 r., oficjalne d...","iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,446,cena
bmw_091176_ch025_9767,Więcej informacji o procedurze pomiarowej WLTP można znaleźć na stroniewww. bmw. com/wltp Więcej informacji dotyczących oficjalnego zużycia paliwa oraz emisji CO 2 nowych samochodów osobowych można uz...,"iX, X3, M3",BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,2,False,False,414,"cena, silnik, zasięg"
