id,text_preview,models,title,priority,has_specs,has_prices,size_chars,tags
bmw_943756_ch024_3621,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 2500 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW X 3 20 x Drive ...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,381,"cena, finansowanie, suv"
bmw_943756_ch025_1706,"Opłata wstępna wynosi 0%, przy okresie leasingu 36 miesięcy oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilneg...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,238,"cena, silnik, finansowanie"
bmw_943756_ch026_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,313,cena
bmw_943756_ch027_5795,"Od 263 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości ...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,362,cena
bmw_943756_ch028_3748,Wiążących informacji o cenach udziela partner BMW. Od 263 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekome...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,361,cena
bmw_943756_ch031_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,316,cena
bmw_943756_ch032_3947,Prezentowana kalkulacja dotyczy leasingu pojazdu BMW X 3 20 x Drive o wartości 237 150 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzibą...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,390,"cena, silnik, finansowanie"
bmw_943756_ch034_0379,Przy 0% opłaty wstępnej. Przy 0% opłaty wstępnej. Skonfiguruj Informacje o pojeździe Dostępne pojazdy SUVi X 2 Modele Elektryczny Od 232 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,372,"cena, zasięg, elektryczny"
bmw_943756_ch035_0841,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 890 PLN NETTO/MIES. Pr...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,389,"cena, finansowanie"
bmw_943756_ch036_7271,"Z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 17,83%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu poja...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,302,"cena, silnik, finansowanie"
bmw_943756_ch037_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,323,cena
bmw_943756_ch038_7377,"Elektryczny Od 232 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT ...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,374,"cena, zasięg, elektryczny"
bmw_943756_ch039_6345,Wiążących informacji o cenach udziela partner BMW. Od 232 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekome...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,361,cena
bmw_943756_ch040_3621,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 890 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 2 e Drive 20...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,382,"cena, finansowanie"
bmw_943756_ch041_7096,"Opłata wstępna wynosi 17,83%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywi...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,242,"cena, silnik, finansowanie"
bmw_943756_ch042_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,315,cena
bmw_943756_ch043_4451,Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 2 e Drive 20 o wartości 206 925 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzi...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,396,"cena, silnik, finansowanie"
bmw_943756_ch045_2723,Z dopłatą 24 600 zł brutto od BMW. Z dopłatą 24 600 zł brutto od BMW. Skonfiguruj Informacje o pojeździe Dostępne pojazdy SUVi X 1 Modele Elektryczny Od 223 500 złIlustracje przedstawiają wizualizacje...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,392,"cena, zasięg, elektryczny"
bmw_943756_ch046_0841,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 850 PLN NETTO/MIES. Pr...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,389,"cena, finansowanie"
bmw_943756_ch047_2338,"Z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 18,55%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu poja...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,302,"cena, silnik, finansowanie"
bmw_943756_ch049_9025,"Elektryczny Od 223 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT ...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,374,"cena, zasięg, elektryczny"
bmw_943756_ch050_1455,Wiążących informacji o cenach udziela partner BMW. Od 223 500 zł Ilustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekome...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,361,cena
bmw_943756_ch051_3621,Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 850 PLN NETTO/MIES. Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 1 e Drive 20...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,382,"cena, finansowanie"
bmw_943756_ch052_1140,"Opłata wstępna wynosi 18,55%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywi...","X1, X3, X5",BMW Polska | Konfigurator,3,False,True,242,"cena, silnik, finansowanie"
bmw_943756_ch053_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,315,cena
bmw_943756_ch054_7202,Prezentowana kalkulacja dotyczy leasingu pojazdu BMW i X 1 e Drive 20 o wartości 198 915 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o. o. z siedzi...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,396,"cena, silnik, finansowanie"
bmw_943756_ch056_2723,Z dopłatą 24 600 zł brutto od BMW. Z dopłatą 24 600 zł brutto od BMW. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Sedan Seria 7 Model Diesel Od 570 500 złIlustracje przedstawiają wizualizacje ...,"X1, X3, X5",BMW Polska | Konfigurator,5,True,True,391,"cena, sedan"
bmw_943756_ch057_0841,Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. Dostępne w BMW Leasing 100%Pr...,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,350,"cena, finansowanie"
bmw_943756_ch059_3277,Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpiec,"X1, X3, X5",BMW Polska | Konfigurator,3,False,True,104,cena
