id,text_preview,source_url,title,models,is_model_page,chunk_size,token_estimate
bmw_042562_chunk_006,"do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 100% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,797,199
bmw_042562_chunk_007,"BMW X5 xDrive30d w ramach usługi BMW Leasing 100% oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 100% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,799,199
bmw_042562_chunk_008,Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Od 263 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację produce...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,795,198
bmw_042562_chunk_009,"za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie uwzględniają kosztów transportu. Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udzie...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,796,199
bmw_042562_chunk_010,oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w p...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,791,197
bmw_042562_chunk_011,"Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 0%, przy okresie leasingu 36 miesięcy oraz z rocznym limitem przebiegu 15 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,790,197
bmw_042562_chunk_012,"Przy 0% opłaty wstępnej. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Elektryczny Od 232 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysok...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,797,199
bmw_042562_chunk_013,"niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie uwzględniają kosztów transportu. Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 890 PLN NE...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,798,199
bmw_042562_chunk_014,10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramac...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,793,198
bmw_042562_chunk_015,"z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 17,83%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjn...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,791,197
bmw_042562_chunk_016,"NaszEauto. Skonfiguruj Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Elektryczny Od 223 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,796,199
bmw_042562_chunk_017,"rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie uwzględniają kosztów transportu. Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji o cenach udziela partner BMW. JUŻ ZA 850 PLN NETTO/MIES.Pr...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,796,199
bmw_042562_chunk_018,km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach ofert...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,799,199
bmw_042562_chunk_019,"w Warszawie i jest kierowana do przedsiębiorców. Opłata wstępna wynosi 18,55%, przy okresie leasingu 24 miesiące oraz z rocznym limitem przebiegu 10 000 km. Gwarantowana wartość wykupu pojazdu. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,795,198
bmw_042562_chunk_020,Informacje o pojeździe Dostępne pojazdy Porównaj pojazd Dostępne w BMW Leasing 103%Prezentowana kalkulacja dotyczy leasingu pojazdu BMW M8 w ramach usługi BMW Leasing 103% oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leas...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,799,199
bmw_042562_chunk_021,kalkulacja może ulec zmianie. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Finan...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,799,199
bmw_042562_chunk_022,"Koszt leasingu odpowiada całkowitej sumie opłat 103% ceny pojazdu przy następujących parametrach: opłata wstępna 15%, okres leasingu 36 miesięcy oraz kwota wykupu 1%. Kalkulacja została przygotowana w oparciu o zmienną stawkę WIBOR 1M, uwzględnia cenę pojazdu oraz aktualnie obowiązujące stopy procen...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,798,199
bmw_042562_chunk_023,oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Dostępne pojazdy Od 570 500 złIlustracje przedstawiają wizualizacje modeli wyposażonych w dodatkowe opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendac...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,793,198
bmw_042562_chunk_024,"opcje dostępne za dopłatą. Podane ceny stanowią niewiążącą rekomendację producenta, obejmują podatek VAT w wysokości 23% i nie uwzględniają kosztów transportu. Producent zastrzega sobie prawo do zmiany cen w dowolnym momencie. Zastrzega się możliwość wystąpienia zmian i pomyłek. Wiążących informacji...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,798,199
bmw_042562_chunk_025,"parametrach: opłata wstępna 25%, okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,792,198
bmw_042562_chunk_026,"o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców. Koszt leasingu odpowiada całkowitej sumie opłat 100% ceny pojazdu przy następujących parametrach: opłata wstępna 25%, okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma c...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,795,198
bmw_042562_chunk_027,Dostępne pojazdy Porównaj pojazd Od 267 500 złPrezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 5 Limuzyna 520i o wartości 240 750 zł brutto w ramach usługi BMW Comfort Lease oferowanej przez BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie i jest kierowana do przedsiębiorców...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,798,199
bmw_042562_chunk_028,pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Dealerów BMW lub na bmw.pl. Od 267 500 zł Prezentowana kalkulacja dotyczy leasingu pojazdu BMW serii 5 Limuzyna 520i o wartości 240 750 zł brutto w ram...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,796,199
bmw_042562_chunk_029,i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w pierwszym roku użytkowania w ramach oferty BMW Financial Services Polska sp. z o.o. z siedzibą w Warszawie. Szczegóły oferty są dostępne u Deal...,https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,797,199
bmw_042562_chunk_030,"parametrach: opłata wstępna 25%, okres leasingu 24 miesiące oraz kwota wykupu 19%. Kalkulacja nie stanowi oferty w rozumieniu Kodeksu cywilnego i ma charakter jedynie informacyjny. Zawarcie umowy uzależnione jest od pozytywnego wyniku weryfikacji prawnofinansowej klienta oraz ubezpieczenia pojazdu w...",https://www.bmw.pl/pl/all-models.html,Odkryj i skonfiguruj wszystkie modele BMW.pl,"X5, X1, X3",True,501,125
bmw_129294_chunk_000,Nowe BMW M2 CS. Dowiedz się więcej THE X3 M50 xDrive THE M235 xDrive Wprowadzenie Wprowadzenie Dostępne od ręki Dostępne od ręki Wprowadzenie Modele BMW M BMW M Intensive Training Najczęściej zadawane pytania Sprawdź oferty Sprawdź oferty Dostępne od ręki Dostępne od ręki Dostępne od ręki Dostępne o...,https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,795,198
bmw_129294_chunk_001,"szczyt motoryzacyjnej ekscytacji. Zapraszamy do przeżycia niezapomnianych emocji za kierownicą tych ikonicznych maszyn, gdzie każda droga staje się obietnicą niezrównanej przyjemności z jazdy. Witaj w miejscu, gdzie inżynieria spotyka się z pasją, a każdy detal ma swoje znaczenie. Witaj w świecie BM...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,791,197
bmw_129294_chunk_002,"się, jak ekscytujące i precyzyjne są sportowe modele BMW. BMW M3 CS Touring BMW M3 CS Touring to kwintesencja komfortu połączonego ze sportowym, wyczynowym charakterem. Unikalne cechy nadwozia sprawiają, że jazda jest prawdziwą przyjemnością, a funkcjonalność idzie w parze z doskonałymi osiągami. Ni...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,798,199
bmw_129294_chunk_003,"formie. Dowiedz się więcej BMW M4 CS xDrive oferuje potężne osiągi M w ekskluzywnym nadwoziu czterodrzwiowego Coupé. Sportowa stylistyka i ikoniczne szczegóły przyciągają wzrok, a imponująca moc 405 kW (551 KM) oraz koła z wyścigowym rodowodem gwarantują niezapomniane wrażenia na torze. Dowiedz się ...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,794,198
bmw_129294_chunk_004,"TRAINING. BMW M Intensive Training to wyjątkowe szkolenie dla bardziej zaawansowanych kierowców, które zawiera elementy jazdy sportowej. Poznaj tajniki jazdy modelami M oraz dowiedz się jak poskromić potężną moc. Od kontrolowanego poślizgu tylnej osi, po optymalny tor jazdy. BMW M Intensive Training...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,799,199
bmw_129294_chunk_005,"dynamiki. To nie tylko zwinne samochody, ale również niezapomniane doznania z jazdy. Niezastąpione, niezależnie czy w codziennym ruchu, czy na torze wyścigowym. Przekonaj się, jak ekscytujące i precyzyjne są sportowe modele BMW. PEŁEN CHARAKTERU To nie tylko ekskluzywne wnętrze i zaawansowane techno...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,788,197
bmw_129294_chunk_006,"mocy z nowoczesnym charakterem, które przyciąga spojrzenia i budzi niepowtarzalne emocje. Wyrazisty, aerodynamiczny design podkreśla wyjątkowy temperment, a każda przejażdżka z opuszczonym dachem dostarcza niezapomnianych wrażeń i adrenaliny. LEGENDARNY POWRÓT THE 3.0 CSL Ten wybitny sportowiec gwar...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,793,198
bmw_129294_chunk_007,"MEET THE NEW M GARAGE. NAJCZĘŚCIEJ ZADAWANE PYTANIA. Czym jest BMW M Driving Experience? Czym jest BMW M Driving Experience? BMW M Driving Experience stanowi część BMW M GmbH. Już od 47 lat dostarcza kursy szkoleniowe dla kierowców, umożliwia rozwijanie pasji i zdobywanie doświadczenia za kierownicą...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,799,199
bmw_129294_chunk_008,BMW M Driving Experience to także niezapomniane emocje za kierownicą BMW na torze. Dowiedz się więcej na stronie:BMW Driving Experience Jakie są dostępne opcje personalizacji dla modeli BMW M? Jakie są dostępne opcje personalizacji dla modeli BMW M? Dla modeli BMW M dostępne są różnorodne opcje pers...,https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,793,198
bmw_129294_chunk_009,"felgi, które dodadzą sportowego charakteru i wyróżnią Twój samochód. Wykończenie wnętrza: Możesz spersonalizować wnętrze samochodu poprzez wybór różnych materiałów, kolorów tapicerki, wykończenia deski rozdzielczej i innych elementów. Pakiety wyposażenia: BMW oferuje różne pakiety wyposażenia, które...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,799,199
bmw_129294_chunk_010,"dostępność poszczególnych wariantów personalizacji może różnić się w zależności od wybranego modelu. Czy BMW M są dostępne w wersji elektrycznej? Czy BMW M są dostępne w wersji elektrycznej? Tak, BMW posiada w swojej ofercie samochody sportowe BMW M również w wersji elektrycznej. Wsród nich znajdują...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,798,199
bmw_129294_chunk_011,"silnik? Który model BMW M ma najmocniejszy silnik? Najmocniejszym modelem BMW M pod względem mocy silnika jest obecnie BMW XM Label. Pod maską posiada on wysokowydajny silnik benzynowy V8 TwinPower Turbo o mocy 550 kW (748 KM), co zapewnia imponujące osiągi i niesamowicie dynamiczną jazdę. INNE TEMA...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,795,198
bmw_129294_chunk_012,"emisja CO₂, cykl mieszany WLTP w g/km: 189–175 BMW M135 xDrive: Zużycie paliwa w cyklu mieszanym WLTP w l/100 km: 8,1 - 7,6; emisja CO₂, cykl mieszany WLTP w g/km: 184 - 173 BMW M235 xDrive Gran Coupe: Zużycie paliwa w cyklu mieszanym WLTP w l/100 km: 8,2–7,5; emisja CO₂, cykl mieszany WLTP w g/km: ...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,797,199
bmw_129294_chunk_013,"mieszany WLTP w g/km: 235 BMW M4 Coupe: Zużycie paliwa w cyklu mieszanym WLTP w l/100 km: 10,1 - 9,9; emisja CO₂, cykl mieszany WLTP w g/km: 230 - 226 BMW M2 Coupé: Zużycie paliwa, cykl mieszany WLTP w l/100 km: 9,9–9,6; emisja CO₂, cykl mieszany WLTP w g/km: 223–218 Wskazane dane dotyczące zużycia ...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,791,197
bmw_129294_chunk_014,pochodzących z lekkich pojazdów pasażerskich i użytkowych oraz w sprawie dostępu do informacji dotyczących naprawy i utrzymania pojazdów w brzmieniu obowiązującym w chwili udzielenia homologacji. Zakresy danych WLTP uwzględniają wszelkie wyposażenie dodatkowe tym przypadku z rynku niemieckiego). W p...,https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,786,196
bmw_129294_chunk_015,"informacji dotyczących oficjalnego zużycia paliwa oraz emisji CO2nowych samochodów osobowych można uzyskać we wszystkich salonach sprzedaży.*Zasięg zależy od różnych czynników, przede wszystkim: indywidualnego stylu jazdy, uwarunkowań trasy, temperatury zewnętrznej, ogrzewania, klimatyzacji i zastan...",https://www.bmw.pl/pl/bmw-m.html,BMW M | Odkryj niesamowity styl i osiągi typowe dla litery M,"i4, M3, iX, X3",True,315,78
bmw_235576_chunk_000,"NEUE KLASSE WKROCZ W NOWĄ ERĘ. Poznaj BMW iX3 Już dziś poczuj przedsmak mobilności jutra. Mobilność porusza — na wielu płaszczyznach. W naszym wideo zobaczysz oba nasze samochody koncepcyjne Neue Klasse. BMW Vision Neue Klasse X i BMW Vision Neue Klasse są gotowe, aby Cię poruszyć i zachwycić. Zrób ...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,800,200
bmw_235576_chunk_001,"odpowiedzialne i zrównoważone, dlatego zadajemy sobie pytanie, jakie potrzeby wiąże z nami przyszłość. Dowiedz się więcej o designie, technologiach i w pełni elektrycznych, wydajnych koncepcjach napędów naszej Neue Klasse. Design nowych czasów. Progresywny, a mimo to ponadczasowy. Klarowny, a mimo t...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,797,199
bmw_235576_chunk_002,"świat przenika się w kabinie pojazdu dzięki nowemu systemowi obsługi BMW iDrive. Cyfrowe funkcje otwierają zupełnie nową przestrzeń czerpania doznań. Ukierunkowany na potrzeby kierowcy, podkreślający jego indywidualność i stworzony zgodnie z jego oczekiwaniami – właśnie tego oczekują użytkownicy. Pe...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,798,199
bmw_235576_chunk_003,energii. Z ładowaniem dwukierunkowym w autach Neue Klasse. Akumulatory nowej generacji mogą służyć nie tylko do napędzania pojazdu. Znakomicie nadają się na magazyny pośrednie do dwukierunkowego ładowania. Możesz z nich zasilać urządzenia elektryczne w domu i oddawać energię do sieci. Możesz też uży...,https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,793,198
bmw_235576_chunk_004,"dziś dla swoich lokalizacji na całym świecie BMW Group pozyskuje od swoich dostawców energię elektryczną ze źródeł odnawialnych, kierując się zasadą gospodarki o obiegu zamkniętym. Zredukowany, aby stworzyć miejsce na nowe rzeczy. Koncepcja designu Neue Klasse jest zredukowana do tego, co najważniej...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,798,199
bmw_235576_chunk_005,"zajmuje miejsce pośrodku innowacyjnych technologii w kokpicie i wszystko, czego potrzebuje, jest wygodnie rozmieszczone dookoła niego. Wszystkie elementy opracowano z myślą o potrzebach kierowcy i ich celem jest zarówno wzbogacanie doznań z jazdy, jak i ułatwianie korzystania z pojazdu podczas jazdy...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,796,199
bmw_235576_chunk_006,"produkcyjnym, większemu wykorzystaniu surowców wtórnych i wysoce wydajnemu, w pełni elektrycznemu napędowi. Nowa era radości z jazdy. Nowe BMW iX3. Pierwszy przedstawiciel Neue Klasse. Dzięki zasięgowi do 805 km¹ i mocy ładowania 400 kW² BMW iX3 wyznacza nowe standardy w segmencie elektrycznych SUV-...",https://www.bmw.pl/pl/more-bmw/neue-klasse.html,BMW Vision Neue Klasse Family,X3,True,795,198
